listing_id,price_egp,area_value,bedrooms,bathrooms,property_type,category,furnished,completion_status,payment_method,city,district,subdistrict,lat,lon,listing_level,images_count,price_per_sqm,total_rooms,location_popularity,investment_score,log_price,is_premium_listing,data_completeness
EGY100262,5020000.0,137.4,2,2,Apartment,For Sale,Unfurnished,Ready to Move,Installments,New Cairo,5th Settlement,5th Settlement Zone 2,30.02409,31.451677,Premium,2,36535.66,4,0.195,7.03,15.42894069087108,1,1.0
EGY100263,12000.0,444.2,3,3,Villa,For Rent,Unfurnished,Off Plan,Cash or Installments,Nasr City,Nasr City North,Nasr City North Zone 2,30.027236,31.32239,Featured,11,27.01,6,0.088,5.25,9.392745258631441,0,1.0
EGY100264,2584000.0,111.7,2,2,Apartment,For Sale,Furnished,Under Construction,Cash or Installments,Alexandria,Gleem,Gleem Zone 1,31.163218,29.958594,Premium,19,23133.39,4,0.086,6.85,14.764849530881458,1,1.0
EGY100265,3000.0,123.7,3,3,Apartment,For Rent,Unfurnished,Ready to Move,Installments,Giza,Haram,Haram Zone 3,29.975347,31.197403,Featured,19,24.25,6,0.082,6.35,8.006700845440367,0,1.0
EGY100266,2490000.0,123.1,1,1,Apartment,For Sale,Semi-Furnished,Under Construction,Installments,Dokki,Dokki Center,Dokki Center Zone 2,30.047767,31.225825,Standard,18,20227.46,2,0.063,4.17,14.727793670047236,0,1.0
EGY100267,7857000.0,322.1,4,5,Villa,For Sale,Unfurnished,Under Construction,Installments,Dokki,Dokki Center,Dokki Center Zone 3,30.018862,31.1861,Standard,10,24393.05,9,0.063,3.71,15.876915539432991,0,1.0
EGY100268,5347000.0,172.4,3,3,Chalet,For Sale,Furnished,Ready to Move,Cash,Maadi,Old Maadi,Old Maadi Zone 1,29.952491,31.256697,Featured,9,31015.08,6,0.073,5.62,15.49204640095161,0,1.0
EGY100269,9000.0,329.4,4,5,Villa,For Rent,Unfurnished,Ready to Move,Installments,Maadi,Maadi Degla,Maadi Degla Zone 1,29.974047,31.259395,Standard,7,27.32,9,0.073,4.94,9.105090961257085,0,1.0
EGY100270,1785000.0,120.5,1,1,Apartment,For Sale,Semi-Furnished,Ready to Move,Installments,Giza,Haram,Haram Zone 3,29.997787,31.213604,Featured,14,14813.28,2,0.082,5.9,14.394929533419809,0,1.0
EGY100271,3000.0,100.8,4,4,Apartment,For Rent,Furnished,Ready to Move,Installments,Giza,Faisal,Faisal Zone 2,30.019345,31.18343,Featured,3,29.76,8,0.082,6.57,8.006700845440367,0,1.0
EGY100272,5644000.0,275.7,5,6,Townhouse,For Sale,Unfurnished,Off Plan,Cash or Installments,Alexandria,Mandara,Mandara Zone 3,31.181749,29.937776,Standard,20,20471.53,11,0.086,4.11,15.546103769134131,0,1.0
EGY100273,8000.0,254.1,5,5,Duplex,For Rent,Unfurnished,Off Plan,Installments,North Coast,Alamein,Alamein Zone 3,30.998926,28.300555,Standard,19,31.48,10,0.047,4.15,8.987321812850125,0,1.0
EGY100274,991000.0,56.3,0,1,Studio,For Sale,Semi-Furnished,Off Plan,Installments,Nasr City,Al Ahly,Al Ahly Zone 1,30.10778,31.33058,Featured,20,17602.13,1,0.088,5.16,13.80647082239335,0,1.0
EGY100275,9083000.0,276.8,3,3,Villa,For Sale,Unfurnished,Ready to Move,Installments,Nasr City,Al Ahly,Al Ahly Zone 3,30.08305,31.311268,Featured,2,32814.31,6,0.088,4.82,16.02191520258013,0,1.0
EGY100276,3000.0,57.0,3,4,Chalet,For Rent,Unfurnished,Under Construction,Cash or Installments,Giza,Haram,Haram Zone 2,30.002923,31.197793,Standard,13,52.63,7,0.082,4.73,8.006700845440367,0,1.0
EGY100277,3299000.0,134.0,2,3,Chalet,For Sale,Semi-Furnished,Under Construction,Cash,6th October,Zizinia,Zizinia Zone 2,29.967835,30.960696,Standard,16,24619.4,5,0.1095,4.7,15.009130253332831,0,1.0
EGY100278,2531000.0,131.9,3,4,Apartment,For Sale,Unfurnished,Ready to Move,Cash,Dokki,Dokki Center,Dokki Center Zone 2,29.970391,31.233479,Standard,11,19188.78,7,0.063,4.27,14.744125434627934,0,1.0
EGY100279,500000.0,117.1,3,2,Chalet,For Sale,Unfurnished,Under Construction,Cash or Installments,Giza,Mohandeseen,Mohandeseen Zone 2,30.007993,31.25364,Featured,19,4269.85,5,0.082,5.72,13.122365377402328,0,1.0
EGY100280,1646000.0,98.8,1,1,Apartment,For Sale,Furnished,Under Construction,Cash or Installments,Alexandria,Mandara,Mandara Zone 1,31.164076,29.95616,Standard,12,16659.92,2,0.086,4.73,14.313859267752383,0,1.0
EGY100281,2391000.0,77.0,1,1,Apartment,For Sale,Unfurnished,Ready to Move,Installments,Maadi,Sarayat,Sarayat Zone 1,29.928013,31.33137,Featured,1,31051.95,2,0.073,4.48,14.687222664675422,0,1.0
EGY100282,5000.0,163.8,4,4,Chalet,For Rent,Semi-Furnished,Ready to Move,Cash,Zamalek,Zamalek North,Zamalek North Zone 3,30.068121,31.227237,Standard,16,30.53,8,0.047,5.22,8.517393171418904,0,1.0
EGY100283,7707000.0,331.7,5,6,Townhouse,For Sale,Furnished,Under Construction,Cash,New Cairo,Madinaty,Madinaty Zone 3,30.033357,31.473098,Standard,3,23234.85,11,0.195,6.02,15.857639694512295,0,1.0
EGY100284,4000.0,208.7,4,4,Penthouse,For Rent,Unfurnished,Ready to Move,Cash,Nasr City,Nasr City South,Nasr City South Zone 2,30.065606,31.347674,Standard,15,19.17,8,0.088,5.37,8.294299608857235,0,1.0
EGY100285,6655000.0,209.4,3,2,Duplex,For Sale,Unfurnished,Ready to Move,Cash,New Cairo,Madinaty,Madinaty Zone 3,30.065447,31.54031,Standard,9,31781.28,5,0.195,5.46,15.710879160074297,0,1.0
EGY100286,5051000.0,140.9,3,3,Apartment,For Sale,Unfurnished,Off Plan,Cash,Heliopolis,Roxy,Roxy Zone 2,30.047644,31.332837,Featured,5,35848.12,6,0.071,3.71,15.435096999430767,0,1.0
EGY100287,3705000.0,323.5,3,2,Villa,For Sale,Semi-Furnished,Ready to Move,Installments,Nasr City,Nasr City South,Nasr City South Zone 1,30.096529,31.302431,Featured,4,11452.86,5,0.088,5.86,15.125194086617821,0,1.0
EGY100288,8949000.0,332.5,4,5,Villa,For Sale,Unfurnished,Ready to Move,Cash,Maadi,Laselky,Laselky Zone 2,29.934428,31.274261,Standard,5,26914.29,9,0.073,4.04,16.007052463909318,0,1.0
EGY100289,3000.0,101.5,2,2,Apartment,For Rent,Furnished,Under Construction,Cash or Installments,6th October,Dream Land,Dream Land Zone 2,29.970034,30.950262,Standard,14,29.56,4,0.1095,5.7,8.006700845440367,0,1.0
EGY100290,3000.0,112.8,4,4,Apartment,For Rent,Unfurnished,Ready to Move,Cash or Installments,New Cairo,Rehab City,Rehab City Zone 3,30.038035,31.445294,Featured,7,26.6,8,0.195,7.5,8.006700845440367,0,1.0
EGY100291,5000.0,107.6,3,3,Apartment,For Rent,Furnished,Ready to Move,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,29.974842,31.429369,Premium,19,46.47,6,0.195,9.53,8.517393171418904,1,1.0
EGY100292,814000.0,63.0,0,1,Studio,For Sale,Unfurnished,Ready to Move,Cash,Alexandria,Gleem,Gleem Zone 1,31.161283,29.915702,Standard,14,12920.63,1,0.086,4.62,13.609716873485151,0,1.0
EGY100293,1639000.0,146.3,3,4,Apartment,For Sale,Unfurnished,Off Plan,Cash or Installments,Zamalek,Gezira,Gezira Zone 1,30.081675,31.220021,Standard,22,11203.01,7,0.047,3.79,14.309597467853907,0,1.0
EGY100294,4275000.0,86.6,1,1,Apartment,For Sale,Unfurnished,Under Construction,Cash or Installments,New Cairo,Mostakbal City,Mostakbal City Zone 1,30.01843,31.483035,Featured,22,49364.9,2,0.195,5.8,15.268294894271099,0,1.0
EGY100295,5405000.0,173.7,2,2,Chalet,For Sale,Furnished,Ready to Move,Installments,Nasr City,Nasr City South,Nasr City South Zone 3,30.075691,31.326159,Standard,9,31116.87,4,0.088,4.73,15.502835194069304,0,1.0
EGY100296,3000.0,112.2,3,4,Apartment,For Rent,Unfurnished,Ready to Move,Installments,Giza,Haram,Haram Zone 2,29.979747,31.147423,Standard,3,26.74,7,0.082,4.83,8.006700845440367,0,1.0
EGY100297,5358000.0,153.1,1,2,Apartment,For Sale,Unfurnished,Under Construction,Installments,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 1,30.105738,30.989124,Standard,17,34996.73,3,0.0955,3.8,15.494101515723479,0,1.0
EGY100298,5196000.0,192.4,1,1,Apartment,For Sale,Unfurnished,Under Construction,Installments,6th October,Zizinia,Zizinia Zone 1,29.981342,31.023387,Featured,10,27006.24,2,0.1095,4.95,15.463399849228344,0,1.0
EGY100299,3000.0,109.8,4,5,Apartment,For Rent,Unfurnished,Ready to Move,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.07795,31.492006,Featured,23,27.32,9,0.195,8.1,8.006700845440367,0,1.0
EGY100300,3566000.0,121.8,2,2,Apartment,For Sale,Unfurnished,Off Plan,Cash or Installments,New Cairo,Mostakbal City,Mostakbal City Zone 1,29.982181,31.46369,Standard,23,29277.5,4,0.195,5.09,15.086955357831432,0,1.0
EGY100301,8454000.0,222.2,5,5,Villa,For Sale,Furnished,Off Plan,Installments,Nasr City,Al Ahly,Al Ahly Zone 3,30.114046,31.336386,Standard,16,38046.8,10,0.088,4.11,15.950150378396067,0,1.0
EGY100302,5000.0,221.3,4,4,Penthouse,For Rent,Unfurnished,Under Construction,Installments,Nasr City,Nasr City North,Nasr City North Zone 2,30.116561,31.30216,Featured,5,22.59,8,0.088,5.57,8.517393171418904,0,1.0
EGY100303,692000.0,53.1,0,1,Studio,For Sale,Semi-Furnished,Ready to Move,Cash or Installments,6th October,Juhayna,Juhayna Zone 1,29.968934,30.993078,Standard,18,13032.02,1,0.1095,5.41,13.447342679685468,0,1.0
EGY100304,2780000.0,145.0,3,3,Apartment,For Sale,Semi-Furnished,Ready to Move,Cash,Dokki,Dokki Center,Dokki Center Zone 3,30.040942,31.258227,Standard,12,19172.41,6,0.063,4.61,14.837961845378985,0,1.0
EGY100305,6128000.0,229.3,4,4,Twin House,For Sale,,Ready to Move,Cash,Ain Sokhna,Porto Sokhna,Porto Sokhna Zone 1,29.610033,32.394342,Featured,10,26724.81,8,0.043,4.71,15.628379153587929,0,0.88
EGY100306,6673000.0,355.9,4,5,Villa,For Sale,Furnished,Under Construction,Cash,Nasr City,Nasr City North,Nasr City North Zone 2,30.037937,31.329202,Standard,2,18749.65,9,0.088,4.63,15.713580241743367,0,1.0
EGY100307,13000.0,393.9,5,4,Villa,For Rent,Unfurnished,Ready to Move,Installments,Maadi,Old Maadi,Old Maadi Zone 1,29.959415,31.279795,Premium,12,33.0,9,0.073,7.11,9.472781556562168,1,1.0
EGY100308,3000.0,40.6,0,1,Studio,For Rent,Unfurnished,Ready to Move,Installments,Giza,Faisal,Faisal Zone 3,30.010975,31.234168,Featured,9,73.89,1,0.082,5.79,8.006700845440367,0,1.0
EGY100309,2896000.0,125.9,2,2,Apartment,For Sale,Unfurnished,Off Plan,Cash,Sheikh Zayed,Hyde Park,Hyde Park Zone 3,30.100201,30.942316,Standard,20,23002.38,4,0.0955,3.87,14.878841377791552,0,1.0
EGY100310,4453000.0,144.8,2,1,Penthouse,For Sale,Unfurnished,Ready to Move,Cash,Heliopolis,Korba,Korba Zone 3,30.081788,31.339572,Featured,7,30752.76,3,0.071,4.71,15.309088808871522,0,1.0
EGY100311,4000.0,,3,3,Apartment,For Rent,Semi-Furnished,Ready to Move,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 1,30.04748,31.45648,Standard,11,,6,0.195,6.21,8.294299608857235,0,0.88
EGY100312,3000.0,50.1,0,1,Studio,For Rent,Unfurnished,Ready to Move,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.023368,31.450181,Premium,12,59.88,1,0.195,8.38,8.006700845440367,1,1.0
EGY100313,3054000.0,139.8,3,2,Chalet,For Sale,Furnished,Under Construction,Cash or Installments,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 2,29.598823,32.297356,Standard,19,21845.49,5,0.043,4.37,14.931963092200085,0,1.0
EGY100314,1845000.0,92.0,4,5,Apartment,For Sale,Furnished,Ready to Move,Installments,Alexandria,Smouha,Smouha Zone 3,31.184893,29.915482,Standard,9,20054.35,9,0.086,5.26,14.427990377462038,0,1.0
EGY100315,4000.0,211.7,3,3,Duplex,For Rent,Unfurnished,Ready to Move,Cash or Installments,Dokki,Dokki Center,Dokki Center Zone 3,30.086614,31.150148,Standard,22,18.89,6,0.063,5.2,8.294299608857235,0,1.0
EGY100316,5270000.0,131.0,4,4,Apartment,For Sale,Semi-Furnished,Ready to Move,Installments,Zamalek,Zamalek South,Zamalek South Zone 2,30.012236,31.197532,Premium,22,40229.01,8,0.047,6.18,15.477541110270847,1,1.0
EGY100317,869000.0,46.9,0,1,Studio,For Sale,Unfurnished,Under Construction,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 1,30.026366,31.497225,Standard,14,18528.78,1,0.195,5.43,13.675099554994853,0,1.0
EGY100318,8000.0,357.2,4,3,Villa,For Rent,Furnished,Ready to Move,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 2,30.012134,31.474253,Standard,23,22.4,7,0.195,7.71,8.987321812850125,0,1.0
EGY100319,3102000.0,65.6,0,1,Studio,For Sale,Furnished,Ready to Move,Installments,Sheikh Zayed,Allegria,Allegria Zone 1,30.037135,30.972475,Featured,3,47286.59,1,0.0955,5.0,14.947557945091232,0,1.0
EGY100320,9000.0,340.4,5,6,Duplex,For Rent,Unfurnished,Off Plan,Cash or Installments,Nasr City,Nasr City South,Nasr City South Zone 3,30.03611,31.335034,Standard,9,26.44,11,0.088,4.39,9.105090961257085,0,1.0
EGY100321,16000.0,348.1,5,4,Villa,For Rent,Unfurnished,Ready to Move,Installments,Dokki,Mesaha,Mesaha Zone 3,30.031612,31.169129,Standard,18,45.96,9,0.063,5.19,9.680406499268875,0,1.0
EGY100322,19360000.0,394.3,5,5,Villa,For Sale,Furnished,Ready to Move,Installments,6th October,Zizinia,Zizinia Zone 1,29.968173,30.942524,Standard,2,49099.67,10,0.1095,4.47,16.778719691465596,0,1.0
EGY100323,4000.0,146.2,1,1,Apartment,For Rent,Semi-Furnished,Under Construction,Installments,Sheikh Zayed,Allegria,Allegria Zone 2,30.113432,30.971255,Standard,22,27.36,2,0.0955,5.36,8.294299608857235,0,1.0
EGY100324,3000.0,146.7,2,2,Apartment,For Rent,Furnished,Under Construction,Cash,North Coast,Hacienda Bay,Hacienda Bay Zone 3,31.020281,28.270236,Featured,10,20.45,4,0.047,5.74,8.006700845440367,0,1.0
EGY100325,7000.0,437.3,4,4,Villa,For Rent,Unfurnished,Under Construction,Installments,Dokki,Mesaha,Mesaha Zone 1,30.020534,31.234955,Standard,2,16.01,8,0.063,4.14,8.853808274977197,0,1.0
EGY100326,903000.0,119.4,4,5,Apartment,For Sale,Semi-Furnished,Off Plan,Installments,Nasr City,Nasr City North,Nasr City North Zone 1,30.087975,31.336602,Standard,15,7562.81,9,0.088,4.63,13.713478939818222,0,1.0
EGY100327,5000.0,284.4,4,4,Townhouse,For Rent,Furnished,Off Plan,Cash or Installments,6th October,Palm Hills,Palm Hills Zone 1,29.925858,30.92175,Standard,18,17.58,8,0.1095,5.56,8.517393171418904,0,1.0
EGY100328,3000.0,42.7,0,1,Studio,For Rent,Unfurnished,Under Construction,Cash or Installments,Heliopolis,Korba,Korba Zone 1,30.041714,31.319081,Featured,10,70.26,1,0.071,5.23,8.006700845440367,0,1.0
EGY100329,16613000.0,435.8,5,6,Villa,For Sale,Unfurnished,Ready to Move,Installments,Sheikh Zayed,Zayed Regency,Zayed Regency Zone 2,30.039584,30.983124,Featured,5,38120.7,11,0.0955,5.07,16.62569613956244,0,1.0
EGY100330,3000.0,94.7,4,5,Apartment,For Rent,Furnished,Ready to Move,Installments,Maadi,Old Maadi,Old Maadi Zone 1,29.978604,31.152538,Featured,7,31.68,9,0.073,6.64,8.006700845440367,0,1.0
EGY100331,3000.0,129.8,2,2,Apartment,For Rent,Furnished,Ready to Move,Cash,Giza,Haram,Haram Zone 3,30.065738,31.244788,Featured,15,23.11,4,0.082,6.82,8.006700845440367,0,1.0
EGY100332,5472000.0,133.9,1,1,Apartment,For Sale,Furnished,Ready to Move,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 1,30.009595,31.470398,Standard,17,40866.32,2,0.195,6.04,15.515154921033044,0,1.0
EGY100333,21000.0,437.8,6,6,Villa,For Rent,Semi-Furnished,Off Plan,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 2,30.052865,31.456391,Featured,2,47.97,12,0.195,6.94,9.952325334619427,0,1.0
EGY100334,4796000.0,115.6,3,3,Apartment,For Sale,Unfurnished,Ready to Move,Cash or Installments,New Cairo,Rehab City,Rehab City Zone 2,30.019347,31.431011,Premium,18,41487.89,6,0.195,7.52,15.38329300363661,1,1.0
EGY100335,9449000.0,426.4,4,5,Villa,For Sale,Unfurnished,Ready to Move,Cash,New Cairo,5th Settlement,5th Settlement Zone 3,30.000553,31.504235,Premium,10,22159.94,9,0.195,7.96,16.061419579596063,1,1.0
EGY100336,1052000.0,108.2,3,3,Apartment,For Sale,Furnished,Off Plan,Installments,Alexandria,Gleem,Gleem Zone 2,31.226345,29.89689,Standard,22,9722.74,6,0.086,5.0,13.866204622849683,0,1.0
EGY100337,3520000.0,136.4,3,4,Apartment,For Sale,Furnished,Under Construction,Installments,Dokki,Batal Ahmed Square,Batal Ahmed Square Zone 1,30.034672,31.229677,Featured,9,25806.45,7,0.063,5.24,15.07397183166515,0,1.0
EGY100338,4000.0,296.0,5,5,Villa,For Rent,Semi-Furnished,Under Construction,Cash or Installments,Heliopolis,Korba,Korba Zone 1,30.075142,31.376433,Featured,22,13.51,10,0.071,6.37,8.294299608857235,0,1.0
EGY100339,10975000.0,210.8,5,5,Townhouse,For Sale,Furnished,Under Construction,Cash or Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.026953,31.455532,Standard,20,52063.57,10,0.195,5.68,16.211130608041678,0,1.0
EGY100340,6000.0,143.6,2,2,Penthouse,For Rent,Furnished,Ready to Move,Installments,Nasr City,Al Ahly,Al Ahly Zone 2,30.036034,31.361714,Standard,21,41.78,4,0.088,6.11,8.699681400989514,0,1.0
EGY100341,7158000.0,226.0,3,3,Penthouse,For Sale,Semi-Furnished,Ready to Move,Cash or Installments,Heliopolis,Roxy,Roxy Zone 3,30.119984,31.337535,Standard,8,31672.57,6,0.071,4.19,15.783741310011926,0,1.0
EGY100342,3997000.0,164.8,2,2,Penthouse,For Sale,Unfurnished,Off Plan,Installments,New Cairo,Rehab City,Rehab City Zone 2,30.072217,31.433742,Standard,23,24253.64,4,0.195,5.24,15.20105488788107,0,1.0
EGY100343,10572000.0,306.2,6,7,Villa,For Sale,Furnished,Ready to Move,Installments,Heliopolis,Korba,Korba Zone 3,30.094962,31.298539,Standard,24,34526.45,13,0.071,5.3,16.173719649295794,0,1.0
EGY100344,12000.0,252.9,5,4,Townhouse,For Rent,Semi-Furnished,Ready to Move,Cash or Installments,Zamalek,Zamalek South,Zamalek South Zone 3,30.123978,31.245767,Featured,1,47.45,9,0.047,5.73,9.392745258631441,0,1.0
EGY100345,5975000.0,256.5,5,5,Townhouse,For Sale,Unfurnished,Under Construction,Installments,6th October,Zizinia,Zizinia Zone 3,29.937622,30.910154,Standard,15,23294.35,10,0.1095,4.57,15.60309482314585,0,1.0
EGY100346,3000.0,99.4,3,2,Apartment,For Rent,Furnished,Off Plan,Cash,6th October,Dream Land,Dream Land Zone 1,29.984177,30.917177,Premium,17,30.18,5,0.1095,7.4,8.006700845440367,1,1.0
EGY100347,1609000.0,56.9,0,1,Studio,For Sale,Furnished,Ready to Move,Cash or Installments,New Cairo,5th Settlement,5th Settlement Zone 3,30.014696,31.491886,Standard,9,28277.68,1,0.195,6.11,14.291124047478366,0,1.0
EGY100348,23087250.0,428.8,3,3,Villa,For Sale,Furnished,Off Plan,Cash,Zamalek,Zamalek South,Zamalek South Zone 1,30.065276,31.187157,Featured,17,53841.53,6,0.047,3.95,16.954791118374626,0,1.0
EGY100349,2021000.0,97.6,3,2,Chalet,For Sale,Semi-Furnished,Ready to Move,Cash or Installments,6th October,Palm Hills,Palm Hills Zone 2,29.944927,30.878603,Premium,16,20706.97,5,0.1095,7.27,14.519103491190188,1,1.0
EGY100350,2371000.0,156.2,3,2,Penthouse,For Sale,Furnished,Ready to Move,Installments,Nasr City,Al Ahly,Al Ahly Zone 1,30.068911,31.291768,Featured,21,15179.26,5,0.088,6.69,14.678822786810423,0,1.0
EGY100351,6012000.0,166.4,4,4,Penthouse,For Sale,Furnished,Ready to Move,Installments,Alexandria,Mandara,Mandara Zone 2,31.206733,29.935054,Standard,22,36129.81,8,0.086,5.17,15.609268196188987,0,1.0
EGY100352,3667000.0,147.8,2,2,Apartment,For Sale,Furnished,Off Plan,Installments,6th October,Dream Land,Dream Land Zone 2,29.954354,30.926892,Premium,23,24810.55,4,0.1095,6.8,15.114884719755908,1,1.0
EGY100353,5269000.0,114.9,2,2,Apartment,For Sale,Furnished,Under Construction,Cash,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.035514,31.457568,Featured,12,45857.27,4,0.195,6.34,15.47735133898074,0,1.0
EGY100354,10000.0,,6,6,Villa,For Rent,Furnished,Under Construction,Cash,New Cairo,Madinaty,Madinaty Zone 2,30.020388,31.416618,Standard,18,,12,0.195,6.6,9.210440366976517,0,0.88
EGY100355,1449000.0,73.9,0,1,Studio,For Sale,Unfurnished,Under Construction,Cash,6th October,Zizinia,Zizinia Zone 3,29.96614,30.92667,Premium,1,19607.58,1,0.1095,5.82,14.186384911433706,1,1.0
EGY100356,3000.0,51.7,0,1,Studio,For Rent,Unfurnished,Ready to Move,Cash or Installments,New Cairo,Rehab City,Rehab City Zone 3,29.945009,31.510776,Premium,15,58.03,1,0.195,8.49,8.006700845440367,1,1.0
EGY100357,3562000.0,105.4,4,4,Apartment,For Sale,Unfurnished,Under Construction,Installments,6th October,Juhayna,Juhayna Zone 2,29.956804,30.881413,Standard,14,33795.07,8,0.1095,4.13,15.085833023572862,0,1.0
EGY100358,8343000.0,258.1,4,5,Townhouse,For Sale,Unfurnished,Ready to Move,Installments,North Coast,Alamein,Alamein Zone 1,31.070818,28.321498,Standard,4,32324.68,9,0.047,3.49,15.936933541745166,0,1.0
EGY100359,3000.0,78.5,1,1,Apartment,For Rent,Semi-Furnished,Ready to Move,Cash or Installments,Nasr City,Nasr City North,Nasr City North Zone 3,30.027473,31.333682,Featured,16,38.22,2,0.088,6.5,8.006700845440367,0,1.0
EGY100360,11000.0,242.6,4,5,Duplex,For Rent,Furnished,Off Plan,Installments,Zamalek,Gezira,Gezira Zone 3,30.089037,31.216581,Standard,7,45.34,9,0.047,4.39,9.305741456739435,0,1.0
EGY100361,6000.0,264.8,3,4,Townhouse,For Rent,Semi-Furnished,Off Plan,Cash or Installments,6th October,Juhayna,Juhayna Zone 1,29.964386,30.963894,Standard,11,22.66,7,0.1095,4.92,8.699681400989514,0,1.0
EGY100362,10136000.0,296.7,5,4,Villa,For Sale,,Ready to Move,Installments,Heliopolis,Cleopatra,Cleopatra Zone 2,30.13848,31.364781,Featured,23,34162.45,9,0.071,5.34,16.131604099641354,0,0.88
EGY100363,2781000.0,232.9,2,3,Chalet,For Sale,Semi-Furnished,Off Plan,Installments,Nasr City,Nasr City North,Nasr City North Zone 2,30.040201,31.362465,Premium,10,11940.75,5,0.088,6.15,14.83832149279892,1,1.0
EGY100364,4084000.0,185.0,2,1,Chalet,For Sale,Unfurnished,Ready to Move,Installments,North Coast,Alamein,Alamein Zone 2,31.056282,28.283171,Standard,4,22075.68,3,0.047,3.56,15.222587703124645,0,1.0
EGY100365,21000.0,355.2,3,3,Villa,For Rent,Unfurnished,Ready to Move,Cash or Installments,Zamalek,Zamalek South,Zamalek South Zone 1,30.075496,31.203225,Featured,5,59.12,6,0.047,5.4,9.952325334619427,0,1.0
EGY100366,8000.0,148.4,3,3,Penthouse,For Rent,Furnished,Ready to Move,Installments,Ain Sokhna,Stella Di Mare,Stella Di Mare Zone 3,29.594871,32.404907,Premium,12,53.91,6,0.043,7.29,8.987321812850125,1,1.0
EGY100367,9796000.0,455.2,5,5,Villa,For Sale,Furnished,Off Plan,Cash,Alexandria,Gleem,Gleem Zone 1,31.206152,29.871299,Featured,1,21520.21,10,0.086,5.08,16.097484799136673,0,1.0
EGY100368,12000.0,398.8,5,4,Villa,For Rent,Unfurnished,Under Construction,Cash,Sheikh Zayed,Beverly Hills,Beverly Hills Zone 2,30.050883,30.925254,Standard,14,30.09,9,0.0955,5.03,9.392745258631441,0,1.0
EGY100369,3890000.0,119.1,4,4,Chalet,For Sale,Unfurnished,Under Construction,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 1,30.045304,31.450519,Standard,17,32661.63,8,0.195,5.39,15.173919972664004,0,1.0
EGY100370,10000.0,317.7,3,3,Twin House,For Rent,Unfurnished,Ready to Move,Installments,New Cairo,5th Settlement,5th Settlement Zone 3,30.063097,31.513258,Standard,9,31.48,6,0.195,6.49,9.210440366976517,0,1.0
EGY100371,2626000.0,61.6,3,3,Apartment,For Sale,Unfurnished,Ready to Move,Cash or Installments,New Cairo,Rehab City,Rehab City Zone 2,30.010521,31.461609,Featured,2,42629.87,6,0.195,5.93,14.780972714652117,0,1.0
EGY100372,10046000.0,411.7,3,2,Twin House,For Sale,Unfurnished,Under Construction,Installments,New Cairo,Madinaty,Madinaty Zone 2,29.996904,31.494617,Featured,17,24401.26,5,0.195,6.52,16.12268520283423,0,1.0
EGY100373,3000.0,74.3,1,1,Apartment,For Rent,Unfurnished,Ready to Move,Installments,Dokki,Mesaha,Mesaha Zone 3,30.047421,31.143678,Standard,7,40.38,2,0.063,4.51,8.006700845440367,0,1.0
EGY100374,5000.0,110.0,1,1,Apartment,For Rent,Unfurnished,Ready to Move,Installments,New Cairo,Mostakbal City,Mostakbal City Zone 3,30.068961,31.547928,Standard,21,45.45,2,0.195,6.74,8.517393171418904,0,1.0
EGY100375,10065000.0,266.9,3,3,Duplex,For Sale,Furnished,Ready to Move,Cash,Maadi,Sarayat,Sarayat Zone 1,29.963212,31.264804,Premium,5,37710.75,6,0.073,6.28,16.124574716410223,1,1.0
EGY100376,11000.0,382.9,3,6,Villa,For Rent,Furnished,Ready to Move,Installments,Alexandria,Mandara,Mandara Zone 1,31.191734,29.903963,Standard,24,28.73,9,0.086,6.4,9.305741456739435,0,1.0
EGY100377,15000.0,320.8,5,5,Twin House,For Rent,Unfurnished,Ready to Move,Cash or Installments,New Cairo,Madinaty,Madinaty Zone 1,30.00049,31.43243,Featured,6,46.76,10,0.195,7.55,9.61587214452889,0,1.0
EGY100378,4184000.0,160.7,4,4,Apartment,For Sale,Furnished,Off Plan,Installments,Giza,Haram,Haram Zone 3,29.933081,31.207064,Standard,2,26036.09,8,0.082,3.84,15.246778523732603,0,1.0
EGY100379,1815000.0,56.1,0,1,Studio,For Sale,Furnished,Ready to Move,Installments,Maadi,Laselky,Laselky Zone 1,29.979377,31.227029,Featured,18,32352.94,1,0.073,5.69,14.411596576645124,0,1.0
EGY100380,17000.0,395.1,6,6,Villa,For Rent,Semi-Furnished,Under Construction,Cash,New Cairo,Madinaty,Madinaty Zone 3,30.027959,31.517069,Standard,13,43.03,12,0.195,6.77,9.741027444837728,0,1.0
